id,path,caption,__raw_response,__error,style,Gen_by,category_category,task
georges-seurat_the-channel-at-gravelines-grand-fort-philippe-1888_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-channel-at-gravelines-grand-fort-philippe-1888_resize1024.jpg,"a quiet riverside village with small houses and boats on calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_dr-auguste-weber-1892_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_dr-auguste-weber-1892_resize1024.jpg,"a seated man in a brown suit resting his arm on a chair in an interior setting, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-martin_lot-landscape-1890_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_lot-landscape-1890_resize1024.jpg,"a winding river through a canyon landscape at sunset under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_le-corne-d-or-le-pont-1907_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_le-corne-d-or-le-pont-1907_resize1024.jpg,"a colorful sailboat with flags on calm water near a distant city skyline, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_channel-coast-1892_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_channel-coast-1892_resize1024.jpg,"a calm bay with distant hills and shimmering water under cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_sailboats-and-estuary-1892_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_sailboats-and-estuary-1892_resize1024.jpg,"a calm seascape with distant sailboats and a headland under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-river-seine-at-la-grande-jatte-1888_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-river-seine-at-la-grande-jatte-1888_resize1024.jpg,"a riverside scene with sailboats on the water and leafy trees along the shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_fisherman_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_fisherman_resize1024.jpg,"fishermen pulling nets on a shoreline with sailboats on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
andre-derain_charing-cross-bridge-1906_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/andre-derain_charing-cross-bridge-1906_resize1024.jpg,"a city river scene with a bridge, moored boats, and distant skyscrapers at sunset, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_the-scene-in-the-theater_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-scene-in-the-theater_resize1024.jpg,"a steam locomotive moving through a dark nighttime landscape with glowing lights, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
samuel-mutzner_c-pi-la-giverny-1908_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/samuel-mutzner_c-pi-la-giverny-1908_resize1024.jpg,"a large haystack in a misty field with a distant church silhouette, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
john-singer-sargent_two-girls-with-parasols-at-fladbury-1889_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/john-singer-sargent_two-girls-with-parasols-at-fladbury-1889_resize1024.jpg,"two women in long dresses walking along a sunlit garden path under a tree with a white parasol, pointillism painting","{""category"":""portrait""}",,Pointillism,gpt-image-1,portrait,category_classify
samuel-mutzner_peisaj-din-giverny-1908_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/samuel-mutzner_peisaj-din-giverny-1908_resize1024.jpg,"a rural hillside landscape with a farmhouse and trees under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
john-singer-sargent_venetian-canal-1_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/john-singer-sargent_venetian-canal-1_resize1024.jpg,"a Venetian canal with gondolas passing under a stone arch bridge between tall buildings, pointillism painting","{""category"":""architecture""}",,Pointillism,gpt-image-1,architecture,category_classify
paul-signac_collioure_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_collioure_resize1024.jpg,"a coastal village with a stone building by the water and hills in the background, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-martin_port-collioure-2_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_port-collioure-2_resize1024.jpg,"a coastal harbor with a stone tower and small boats moored on the shore, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
theo-van-rysselberghe_the-jetty-1906_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_the-jetty-1906_resize1024.jpg,"a seaside pier with weathered wooden posts and a sailboat on the horizon, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
marevna-(marie-vorobieff)_senegal-solgier-1936_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/marevna-(marie-vorobieff)_senegal-solgier-1936_resize1024.jpg,"a military officer in a red fez and decorated uniform against a plain background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
jean-metzinger_le-chateau-de-clisson-1905_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/jean-metzinger_le-chateau-de-clisson-1905_resize1024.jpg,"a stone castle on a hill surrounded by trees under a warm sunset sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_study-for-the-channel-at-gravelines-1890_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_study-for-the-channel-at-gravelines-1890_resize1024.jpg,"a river harbor with sailboats near a sandy shoreline and distant buildings, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_rotterdam-harbour-1907_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_rotterdam-harbour-1907_resize1024.jpg,"a hazy harbor with sailboats and smokestacks near a bridge, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_beach-at-cabasson_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_beach-at-cabasson_resize1024.jpg,"a rocky seaside shore with three children on the sand and calm blue water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
maurice-prendergast_children-in-the-tree_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/maurice-prendergast_children-in-the-tree_resize1024.jpg,"a garden scene with a leafy tree and a small girl in a pink dress, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
camille-pissarro_meadow-at-bazincourt_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/camille-pissarro_meadow-at-bazincourt_resize1024.jpg,"a rural landscape with grazing cows and bare trees under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_l-hirondelle-steamer-on-the-seine-1901_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_l-hirondelle-steamer-on-the-seine-1901_resize1024.jpg,"a misty river scene with a small boat and trees along the shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_the-child-with-goose_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_the-child-with-goose_resize1024.jpg,"a stone cherub statue in a lush flower garden, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
paul-signac_the-milliner-1885_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_the-milliner-1885_resize1024.jpg,"two women sewing and cutting fabric in a patterned room with scattered cloth on the floor, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_woman-seated-by-an-easel-1888_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_woman-seated-by-an-easel-1888_resize1024.jpg,"an abstract close-up of a face with a wide-brimmed hat in muted tones, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-lemmen_the-two-sisters-1894_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-lemmen_the-two-sisters-1894_resize1024.jpg,"two girls in matching red dresses standing beside a table with a vase of white flowers, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_a-reading-in-the-garden-1902_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_a-reading-in-the-garden-1902_resize1024.jpg,"a group of women in long dresses and wide hats standing by a pond in a park, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_coast-near-antibes_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_coast-near-antibes_resize1024.jpg,"a rocky shoreline with small rowboats beside a boathouse and calm sea, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_cows-in-a-landscape-1899_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_cows-in-a-landscape-1899_resize1024.jpg,"a sunset over rolling fields with small grazing animals on the horizon, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_little-denise-1889_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_little-denise-1889_resize1024.jpg,"a young girl in a white dress with a dark sash standing in a simple room with framed artwork on the wall, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_circus-sideshow-1888_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_circus-sideshow-1888_resize1024.jpg,"a stage performance with a tall figure in a pointed hat and an audience in front, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
edgar-degas_woman-with-loose-red-hair_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/edgar-degas_woman-with-loose-red-hair_resize1024.jpg,"a cloaked figure standing on a grassy hillside with distant trees and rolling fields, pointillism painting","{""category"":""portrait""}",,Pointillism,gemini-3-pro-image-preview,portrait,category_classify
theo-van-rysselberghe_midi-landscape_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_midi-landscape_resize1024.jpg,"a rocky coastal cliff with shrubs overlooking a blue bay and distant town, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_my-house_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_my-house_resize1024.jpg,"a lush cottage garden with colorful flowers and a small pond in front of a house, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_ponte-san-trovaso-1905_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_ponte-san-trovaso-1905_resize1024.jpg,"a tree-lined canal with small boats and a stone bridge in a village, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
maurice-prendergast_the-rider_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/maurice-prendergast_the-rider_resize1024.jpg,"a person riding a brown horse among large sunflowers and leafy plants, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
henri-edmond-cross_in-the-shade-1902_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_in-the-shade-1902_resize1024.jpg,"a lakeside scene with nude figures resting under tall trees, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-undergrowth-1907_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-undergrowth-1907_resize1024.jpg,"a sunlit woodland clearing with tall trees and a grazing animal, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_summer-landscape-of-the-moor_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_summer-landscape-of-the-moor_resize1024.jpg,"a rural countryside with red-roofed houses and fields under a bright sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-reading-1903_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_the-reading-1903_resize1024.jpg,"a group of men in suits gathered around a table in a study with bookshelves and a vase of flowers, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_portrait-of-jeanne-pissarro-1895_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_portrait-of-jeanne-pissarro-1895_resize1024.jpg,"a woman in a large white hat sitting on a wooden chair in a garden, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-fourth-of-july-by-the-sea_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-fourth-of-july-by-the-sea_resize1024.jpg,"a seaside promenade with tall flagpoles and small figures walking near the shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_the-small-pergola_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_the-small-pergola_resize1024.jpg,"a sunlit garden terrace with tall trees and hanging green foliage, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_study-for-invitation-to-the-sideshow-1888_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_study-for-invitation-to-the-sideshow-1888_resize1024.jpg,"a group of people watching fireworks over a glowing city street at night, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_woded-landscape_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_woded-landscape_resize1024.jpg,"a woodland scene with large arching tree branches over dense forest, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_capo-di-noli-1898_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_capo-di-noli-1898_resize1024.jpg,"a coastal cliffside path with tall pine trees and sailboats on the sea, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
kazimir-malevich_landscape-1906_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/kazimir-malevich_landscape-1906_resize1024.jpg,"an abstract field of dense multicolored speckles on a warm yellow background, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
georges-seurat_young-woman-powdering-herself-1890_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_young-woman-powdering-herself-1890_resize1024.jpg,"a woman in a corseted dress powdering herself at a small vanity table in a bedroom, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_sunday-at-port-en-bessin-1888_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_sunday-at-port-en-bessin-1888_resize1024.jpg,"a harbor with sailboats, flags, and waterfront buildings under a cloudy sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-edmond-cross_the-excursionists-1894_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-excursionists-1894_resize1024.jpg,"three nude figures resting under trees overlooking a river valley landscape, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-martin_the-gloriette_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_the-gloriette_resize1024.jpg,"a garden pergola covered in green vines and flowers overlooking rolling hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-pink-cloud_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-pink-cloud_resize1024.jpg,"a coastal landscape with a tall tree and colorful clouds over the sea at sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
nicolae-darascu_seaside-houses-1933_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/nicolae-darascu_seaside-houses-1933_resize1024.jpg,"a hillside village with red-tiled roofs and a church tower overlooking the sea, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_the-couple-1884_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-couple-1884_resize1024.jpg,"a couple walking in a sunny park with trees and small children on the grass, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_landscape-the-little-maresque-mountains-1898_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_landscape-the-little-maresque-mountains-1898_resize1024.jpg,"a mountain landscape with sunlit peaks and cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-channel-at-gravelines-evening-1890_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-channel-at-gravelines-evening-1890_resize1024.jpg,"a sailboat on calm water near a shoreline with an anchor in the foreground, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-lemmen_view-of-the-thames-1892_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-lemmen_view-of-the-thames-1892_resize1024.jpg,"a harbor waterfront with dock buildings and a sailboat on calm water, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
georges-seurat_hospice-and-lighthouse-honfleur-1886_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_hospice-and-lighthouse-honfleur-1886_resize1024.jpg,"a coastal harbor with a tall lighthouse, boats, and a pier by the water, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
hans-hofmann_self-portrait-1902_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/hans-hofmann_self-portrait-1902_resize1024.jpg,"a close-up portrait of a woman wearing a large hat, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-cezanne_the-buffet-1877_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/paul-cezanne_the-buffet-1877_resize1024.jpg,"a still life with a wine bottle, glass, oranges, two cups, and crackers on a tablecloth, pointillism painting","{""category"":""still_life""}",,Pointillism,gpt-image-1,still_life,category_classify
henri-edmond-cross_la-plage-de-saint-clair-1907_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_la-plage-de-saint-clair-1907_resize1024.jpg,"a coastal cliff path with a large tree overlooking the sea and two small figures walking, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-port-of-marseilles_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-port-of-marseilles_resize1024.jpg,"a harbor scene with tall sailing ships and small boats on calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_meadows-at-eragny-1886_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/camille-pissarro_meadows-at-eragny-1886_resize1024.jpg,"a rural countryside landscape with green fields, scattered trees, and small houses under a blue sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
edouard-vuillard_my-grandmother-1892_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/edouard-vuillard_my-grandmother-1892_resize1024.jpg,"a garden view with red foliage and a stone bench near a building wall, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_cypresses_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_cypresses_resize1024.jpg,"a sunlit grove of green trees with a sandy path and distant hills, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_paul-signac-at-the-helm-of-olympia-1896_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_paul-signac-at-the-helm-of-olympia-1896_resize1024.jpg,"a sailor in dark clothing sitting on a sailboat deck with ocean waves and white sails, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
camille-pissarro_flock-of-sheep-1888_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/camille-pissarro_flock-of-sheep-1888_resize1024.jpg,"a shepherd and dog watching a flock of sheep along a village road near cottages, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
paul-signac_fecamp-sunshine-1886_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_fecamp-sunshine-1886_resize1024.jpg,"a coastal cliffside with a sandy path and a signpost under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
kimon-loghi_girl-from-tassos-island-1906_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/kimon-loghi_girl-from-tassos-island-1906_resize1024.jpg,"a person wearing a red coat and dark scarf against a tan background, pointillism painting","{""category"":""portrait""}",,Pointillism,gpt-image-1,portrait,category_classify
theo-van-rysselberghe_the-pointe-de-per-kiridec-at-roscoff_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_the-pointe-de-per-kiridec-at-roscoff_resize1024.jpg,"a rocky seaside cliff overlooking blue water with scattered sea rocks and a distant sailboat, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_young-flemish-maid_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/camille-pissarro_young-flemish-maid_resize1024.jpg,"a seated woman in a bonnet and blue skirt in a sunlit interior room, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-clearing_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-clearing_resize1024.jpg,"a group of nude figures in a sunlit forest clearing, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_the-promenade-1901_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_the-promenade-1901_resize1024.jpg,"three women in white dresses and wide-brimmed hats walking on a windy beach by the sea, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_the-portrait-of-maximilien-luce-1891_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_the-portrait-of-maximilien-luce-1891_resize1024.jpg,"a bearded man in a dark hat seated in profile reading a paper, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_le-clipper-asnieres-1887_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_le-clipper-asnieres-1887_resize1024.jpg,"a small red sailboat on a calm river beside a riverside building and distant town, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_the-church-of-dalbade-in-toulouse_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_the-church-of-dalbade-in-toulouse_resize1024.jpg,"a river at dusk with a stone bridge and a tall church tower in the distance, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
maurice-prendergast_low-tide-3_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/maurice-prendergast_low-tide-3_resize1024.jpg,"a rocky beach with people wading in tide pools and sailboats on the sea, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
georges-seurat_the-seine-at-courbevoie-1885_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-seine-at-courbevoie-1885_resize1024.jpg,"a woman in a long dress and hat standing by a riverside with trees and distant houses, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-martin_playing-pipes-to-the-setting-sun-1898_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_playing-pipes-to-the-setting-sun-1898_resize1024.jpg,"a rolling hillside landscape with a winding path and distant village at sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
constantin-artachino_still-life_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/constantin-artachino_still-life_resize1024.jpg,"a still life of yellow pears and a large green ceramic vase on a wooden table by a window, pointillism painting","{""category"":""still_life""}",,Pointillism,gemini-3-pro-image-preview,still_life,category_classify
jan-toorop_broek-in-waterland-1889_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/jan-toorop_broek-in-waterland-1889_resize1024.jpg,"a winding river through flat fields with silhouetted trees at sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
